davon,1,-,"darüber; diesbezüglich (Amtsdeutsch); hierüber; hiervon; über diese Angelegenheit; über diese Tatsache; über diesen Sachverhalt; darob (geh., veraltet)"
davon,1,-,"davon...; fort...; weg...; ent... (geh.); von dannen (geh., altertümelnd); ab... (ugs.)"
davon,1,-,"(...) von ihnen; deren ('partitiv' vor Zahlangaben, auch indefinit) (geh.); ihrer (geh., veraltend); (...) davon (ugs.); (...) von denen (ugs.)"
für,1,-,"für (Zeitdauer); ... hindurch (Zeitdauer); ... lang (zeitlich); ... über (Zeitdauer); (Zeitausdruck in adverbialem Akkusativ) (ugs.)"
für,1,-,"z. Hd.; zu Händen"
für,1,-,"für jede(n/s) (Hauptform); je; per (Jargon, kaufmännisch); pro; zu je; à (fachspr., franz., kaufmännisch); das (Kilo / Pfund / Stück) (zu) (ugs., Jargon); die (Woche / Minute / Kiste / Flasche ...) (ugs., Jargon)"
für,1,-,"an Stelle (von); anstatt; anstelle (von); für (jemanden); an (jemandes) Statt (geh.); statt (jemandes) (geh., altertümelnd)"
für,1,-,"pro; zu Gunsten von; zum Besten von; zum Vorteil von; zu (jemandes) Nutz und Frommen (geh., veraltet)"
für,1,-,"bei; im Kontext (von); im Rahmen (von); im Zuge (von); im Zusammenhang (mit); für (ugs.)"
für,1,-,"für (jemanden); (...) halber; im Interesse (einer Sache oder Person); um dessentwillen; um (...) willen; wegen; zugunsten; zuliebe"
für,1,-,"der Reihe nach; einer nach dem anderen; (...) für (...); hintereinander; hintereinanderweg; in ganzen Serien; in Serie; nacheinander; reihenweise"
für,1,-,"um ... zu (bekommen / erhalten / haben ...)"
für,1,-,"in jemandes Namen; namens (einer Person, eines Unternehmens, einer Institution ...); (stellvertretend) für (ugs.)"
gegend,1,-,"Areal (lat.); Bereich; Fläche; Raum; Rayon (schweiz., österr.); Region; Sektor; Sphäre (griechisch)"
gegend,1,-,"Viertel"
gegend,1,-,"Areal; Gebiet; Raum; Territorium"
gegend,1,-,"Gebiet; Land; Landschaft; Landstrich; Ecke (ugs.); Kante (ugs.)"
gegend,1,-,"(...) Gegend (ugs., Hauptform); (...) Pflaster (ugs., fig.)"
halber,1,-,"aus; durch; ...halber; halber (nachgestellt); ob (veraltet); wegen"
halber,1,-,"für (jemanden); (...) halber; im Interesse (einer Sache oder Person); um dessentwillen; um (...) willen; wegen; zugunsten; zuliebe"
junior,1,-,"der Jüngere; jr.; jun.; Mensch (Hauptform) (Oberbegriff); Person (Hauptform) (Oberbegriff); Einzelwesen (Oberbegriff); Persönlichkeit (Oberbegriff); Subjekt (abwertend) (Oberbegriff); Individuum (geh.) (Oberbegriff)"
junior,1,-,"Sohn (Hauptform); (mein) Junge; (...) junior; Filius (geh., lat.); Sohnemann (ugs.); Stammhalter (ugs.); Angehöriger (Oberbegriff); Anverwandter (Oberbegriff); Familienangehöriger (Oberbegriff); Familienmitglied (Oberbegriff); Gevatter (veraltet) (Oberbegriff); Verwandter (Oberbegriff); Blutsverwandte (weibl.) (Oberbegriff); Blutsverwandter (männl.) (Oberbegriff)"
junior,1,-,"Junior (männl.); Juniorchef (männl.); Juniorchefin (weibl.); Juniorin (weibl.)"
leute,1,-,"Menschen; Personen; Volk; Bündelung (Oberbegriff); Clusterung (Oberbegriff); Gruppierung (Oberbegriff)"
leute,1,-,"Anhang; Begleitperson; Begleitung; Eskorte; Gefolge (eines Prominenten); Gefolgschaft; Gefolgsleute; Hofstaat (ironisch, veraltet); (im) Schlepptau; Tross; Entourage (geh., franz.); Höfling (geh., veraltet); Hofschranze (geh., veraltet); Schranze (geh., veraltet); (jemandes) Jungs (ugs.); (jemandes) Leute (ugs.); (jemandes) Mädels (ugs.); Mensch (Hauptform) (Oberbegriff); Person (Hauptform) (Oberbegriff); Einzelwesen (Oberbegriff); Persönlichkeit (Oberbegriff); Subjekt (abwertend) (Oberbegriff); Individuum (geh.) (Oberbegriff)"
leute,1,-,"(...) allerseits (Gruß); (...) in die Runde (Gruß); (...) (alle) miteinander (Gruß); (...) zusammen (Gruß); (...) Leute (ugs.); (...) Leuts (ugs., salopp)"
leute,1,-,"(die) Allgemeinheit; (die) breite Masse; (das) gemeine Volk; (die) Menschen (in einem Gebiet); die Menge (geh., bildungssprachlich); alle (ugs.); (die) Leute (ugs.); man allgemein (ugs.)"
leute,1,-,"Freunde! (ugs.); Herrschaften! (ugs.); Leude! (ugs., salopp); Leute! (ugs.); liebe Leute! (ugs.)"
leute,1,-,"junger Mann (ugs., Anredeform, Hauptform); Mann Gottes (Anrede) (veraltet); der Herr (Kellner/in) (geh., Anredeform); mein Herr (geh., Anredeform); Verehrtester (geh., Anredeform, ironisch); Alter (Anrede unter Jüngeren) (ugs., Jargon); Bro (ugs., Jargon, jugendsprachlich); Bruder (Anrede) (ugs., Jargon); Bürschchen (drohend) (ugs., Anredeform); Cowboy (ugs., Anredeform, salopp, scherzhaft); Freundchen (drohend) (ugs.); guter Mann (ugs., Anredeform); Jungs (Anrede) (ugs.); Kinders (Anrede) (ugs.); Kleener (ugs., Anredeform, norddeutsch); Kleiner (Anrede) (ugs.); Kollege (Anrede) (ugs., Anredeform, salopp); Leute (ugs.); Mann (Anrede / Interjektion) (ugs.); Männers (ugs., Jargon); mein Gutster (Anrede) (ugs., scherzhaft, sächsisch); (großer) Meister (ugs., Anredeform, ironisch); Mensch (Anrede / Interjektion, verärgert) (ugs.); Sportsfreund (leicht herablassend) (ugs., Anredeform)"
leuts,1,-,"(...) allerseits (Gruß); (...) in die Runde (Gruß); (...) (alle) miteinander (Gruß); (...) zusammen (Gruß); (...) Leute (ugs.); (...) Leuts (ugs., salopp)"
möchte,1,-,"am Herzen liegen; (jemandem) (ein) Anliegen sein; (jemandem) (ein) Bedürfnis sein; (...) möchte; (einen) Wunsch haben; (...) würde gerne"
nach,1,-,"entsprechend (Präposition, vor oder nachgestellt); ...gemäß; gemäß; in Übereinstimmung mit; ...konform; nach (vor- oder nachgestellt); wie; zufolge (nachgestellt) (Amtsdeutsch); im Einklang mit (geh.)"
nach,1,-,"zu (Hauptform); nach (+ Firmenname, nicht-standardsprachlich) (ugs., norddeutsch)"
nach,1,-,"hinter etwas her; hinter jemandem her; hinterdrein...; hinterher...; nach..."
nach,1,-,"nach (Uhrzeit) (ugs., Hauptform); durch (nachgestellt bei Uhrzeit) (ugs.); (um) kurz nach (Uhrzeit) (ugs.); vorbei (Uhrzeit) (ugs.)"
nach,1,-,"seitdem (Hauptform); danach; fortan; in der Folge; nach (...); seit damals; seit dem Zeitpunkt; seit diesem Zeitpunkt; seit dieser Zeit; seither; von da an; von dem Zeitpunkt an (als); von diesem Zeitpunkt an; fürderhin (geh., veraltet); hinfort (geh., veraltet); von Stund an (geh., veraltend); ab da (ugs.); seit (Oberbegriff); von ... an (Oberbegriff)"
nach,1,-,"dann (Hauptform); als Nächstes; anschließend; danach; darauf; darauf folgend; darauffolgend; daraufhin; darnach (veraltet); folgend; hernach; hierauf; hiernach; hinterher; im Anschluss (an); im Folgenden (= später); im Nachfolgenden; in der Folge; nach (...); nachfolgend; nachher; nachträglich; sodann; später; späterhin; worauf; woraufhin; zu einem späteren Zeitpunkt; alsdann (geh.)"
nach,1,-,"nach...; noch einmal (tun)"
nach,1,-,"(...) nach; (...) nach zu schließen; (...) nach zu urteilen; soweit man es (nach / auf der Grundlage von ...) beurteilen kann; soweit man es (...) entnehmen kann; soweit man es (aus ...) schließen kann (variabel); wenn man nach (...) geht"
plus,1,-,"Gewinn; Nutzeffekt; Nutzen; Pluspunkt; positiver Aspekt; Vorteil; Vorzug; Benefit (fachspr.)"
plus,1,-,"Kassendifferenz; Kassenüberschuss; Mehrbetrag; (ein) Plus (in der Kasse); Überschuss"
plus,1,-,"positiv"
plus,1,-,"Aktivposten; auf der Habenseite; Guthaben; (im) Haben; (im) Plus; positiver Saldo"
plus,1,-,"Anstieg; Aufstieg; Aufwärtsentwicklung; (ein) Mehr; (ein) Plus; positive Entwicklung; Steigerung; Verbesserung"
plus,1,-,"plus (Hauptform); (hinzu)addiert zu; und"
plus,1,-,"hinzukommen(d) (zu); zuzüglich (kaufmännisch); zzgl. (Abkürzung); dazukommen (ugs.)"
plus,1,-,"ebenso wie; ja; ja sogar; neben; nebst; sowie; sowohl; sowohl ... als auch; und; wie; wie auch; wie noch; zuzüglich (geh.); plus (ugs.)"
plus,1,-,"über (Alter) (Hauptform); ab (Alter); (hoch) in den ...ern; überschritten haben; ...+ (fachspr., Jargon, mediensprachlich); (...) plus (fachspr., Jargon, mediensprachlich); Ü... (fachspr., Jargon, werbesprachlich); jenseits der (geh.)"
schon,1,-,"allein (emphatisch); bereits; der (/ die / das) bloße ...; schier (Adjektiv); schon (allein)"
schon,1,-,"in der Zwischenzeit (schon) (mal); (ja) schon; (ja) schon mal; (ja) schonmal"
schon,1,-,"(...) endlich (Aufforderung); (...) schon (Aufforderung)"
schon,1,-,"Da erzählst du mir nichts Neues.; Na klar.; Ja, schon. (ugs.); Ja sicher. (ugs.); Ja und? (ugs.); Na ja und? (Naja und?) (ugs.); Schon. (als Antwort) (ugs.); Schon klar. (ugs.)"
schon,1,-,"Allerdings! (Antwortpartikel); Durchaus. (Antwortpartikel); (ja) freilich! (Antwortpartikel); Schon. (Antwortpartikel); Naja. (Antwortpartikel) (ugs.); Schon richtig. (als Antwort) (ugs.)"
sein,1,-,"sein (seine, seinen - männl.); dessen (Begleiter) (geh.); dem sein (dem seine, dem seinen) (ugs., regional, salopp)"
sein,1,-,"(...) Jahre alt sein (Hauptform); es auf (...) Jahre bringen; (...) geboren sein; im Jahr(e) (...) geboren sein; (...) Jahre jung sein; (...) Jahre zählen (veraltet); Jahrgang (...) sein; (...) Lenze zählen (lit. oder veraltet); (...) sein; (...) Jahre auf dem Buckel haben (ugs.)"
